Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Brandon Jennings,22.1,MIL,Combo,2317,89,27.2%,56,104.4,73,26.5%,58,0.97,89,10.2%
Jonas Jerebko,24.7,DET,Big,1370,49,16.1%,68,109.6,33,5.0%,30,0.31,65,12.8%
Amir Johnson,24.5,TOR,Big,1537,33,13.6%,92,119.9,70,8.6%,84,0.63,16,21.2%
Armon Johnson,22.7,BKN,Combo,115,22,18.8%,29,95.1,40,17.5%,53,0.93,100,8.2%
Carldell Johnson,28.8,NOP,Point,105,41,21.7%,0,72.7,50,28.8%,58,1.33,48,15.4%
Ivan Johnson,27.6,ATL,Big,833,59,17.4%,82,113.7,45,6.1%,41,0.35,16,20.3%
JaJuan Johnson,22.7,BOS,Big,206,68,18.2%,6,83.5,19,3.6%,11,0.20,69,12.7%
James Johnson,24.7,TOR,Forward,1519,67,20.1%,35,99.3,85,13.7%,79,0.69,15,15.6%
Joe Johnson,30.3,ATL,Wing,2119,96,25.3%,85,112.1,90,19.0%,72,0.75,70,10.2%
Wesley Johnson,24.3,MIN,Wing,1458,14,13.4%,21,95.3,15,6.2%,28,0.46,26,13.7%
Dahntay Jones,30.8,IND,Wing,920,32,16.0%,72,108.2,53,10.6%,60,0.66,30,13.3%
Dominique Jones,23.0,DAL,Point,204,33,21.1%,20,89.8,59,30.3%,72,1.43,6,23.7%
James Jones,31.1,MIA,Wing,578,3,10.3%,94,117.6,5,4.3%,22,0.42,98,5.5%
Solomon Jones,27.3,NOP,Big,193,51,16.3%,25,96.7,54,6.7%,55,0.41,23,18.8%
DeAndre Jordan,23.3,LAC,Big,1789,9,10.5%,96,123.9,1,1.4%,2,0.13,25,18.3%
Cory Joseph,20.2,SAS,Combo,227,11,16.9%,2,73.8,36,17.1%,62,1.01,60,13.1%
Chris Kaman,29.5,NOP,Big,1367,96,25.4%,22,95.2,93,13.4%,70,0.53,27,17.4%
Enes Kanter,19.4,UTA,Big,823,47,15.6%,58,107.7,2,1.8%,1,0.11,26,18.0%
Jason Kapono,30.7,LAL,Wing,254,4,10.5%,17,94.1,12,5.4%,38,0.51,61,11.1%
Jason Kidd,38.6,DAL,Point,1375,9,15.7%,58,104.5,45,28.1%,94,1.79,20,18.9%
Linas Kleiza,26.8,TOR,Forward,1018,79,21.3%,60,106.2,46,8.4%,29,0.39,33,13.5%
Brandon Knight,19.9,DET,Point,2081,52,22.8%,55,102.7,9,20.3%,11,0.89,34,16.3%
Kyle Korver,30.6,CHI,Wing,1384,16,13.7%,98,125.7,55,11.3%,80,0.82,49,11.8%
Kosta Koufos,22.7,DEN,Big,759,22,12.3%,93,120.4,11,2.7%,12,0.22,55,13.9%
Carl Landry,28.1,NOP,Big,988,89,22.9%,85,116.0,59,7.2%,31,0.31,61,13.3%
Ty Lawson,24.0,DEN,Point,2114,58,23.8%,92,115.4,61,30.3%,48,1.28,81,12.9%
Courtney Lee,26.1,HOU,Wing,1733,40,16.7%,74,109.1,30,8.0%,31,0.48,78,10.0%
David Lee,28.5,GSW,Big,2116,93,24.5%,70,109.8,92,13.2%,73,0.54,61,13.2%
Malcolm Lee,21.4,MIN,Combo,198,20,18.7%,18,91.4,71,24.1%,91,1.29,7,19.5%
Kawhi Leonard,20.3,SAS,Forward,1477,23,13.4%,88,114.6,29,6.8%,50,0.51,85,9.6%
Jon Leuer,22.5,MIL,Big,513,45,15.5%,72,110.6,61,7.4%,63,0.48,91,9.5%
Rashard Lewis,32.2,WAS,Forward,718,38,15.5%,19,91.9,23,5.5%,19,0.36,60,11.9%
Jeremy Lin,23.2,NYK,Point,910,94,31.4%,80,108.9,84,37.8%,36,1.21,22,18.7%
Shaun Livingston,26.1,MIL,Wing,1020,37,16.2%,52,103.2,86,16.8%,97,1.04,4,16.8%
Brook Lopez,23.6,BKN,Big,135,100,29.2%,53,106.7,77,9.4%,34,0.32,99,6.8%
Robin Lopez,23.6,PHX,Big,796,64,18.0%,46,104.7,14,3.3%,7,0.18,75,12.1%
Kevin Love,23.1,MIN,Big,2136,98,26.9%,80,113.5,79,9.9%,46,0.37,91,9.5%
Kyle Lowry,25.6,HOU,Point,1505,67,25.1%,88,111.9,72,32.4%,50,1.29,47,15.5%
John Lucas III,28.9,CHI,Point,622,89,28.6%,48,99.7,39,27.3%,14,0.95,95,10.2%
Shelvin Mack,21.5,WAS,Point,665,25,20.6%,27,91.6,44,27.8%,61,1.35,69,14.2%
Corey Maggette,32.0,CHA,Wing,860,97,25.5%,50,103.0,38,8.3%,8,0.33,48,11.9%
Jamaal Magloire,33.4,TOR,Big,370,7,10.0%,1,70.7,6,2.4%,17,0.24,1,29.1%
Ian Mahinmi,25.0,DAL,Big,1112,29,13.0%,86,116.1,3,1.8%,4,0.14,45,14.8%
Shawn Marion,33.5,DAL,Forward,1915,60,18.2%,31,97.4,69,11.5%,69,0.63,42,12.9%
Cartier Martin,26.9,WAS,Wing,364,33,16.0%,86,112.2,7,4.5%,4,0.28,82,9.6%
Kenyon Martin,33.8,LAC,Big,933,26,12.7%,10,88.2,14,3.2%,20,0.25,66,12.7%
Kevin Martin,28.7,HOU,Wing,1260,91,24.4%,80,111.4,77,14.6%,47,0.60,66,10.3%
Roger Mason Jr.,31.1,WAS,Wing,624,51,18.1%,66,106.1,56,11.5%,55,0.63,46,12.0%
Wesley Matthews,25.0,POR,Wing,2187,49,17.8%,77,109.6,40,8.4%,29,0.47,90,8.6%
Jason Maxiell,28.7,DET,Big,1437,38,14.4%,25,97.4,29,4.6%,33,0.32,38,15.6%
Eric Maynor,24.4,OKC,Point,114,30,21.1%,56,102.9,36,26.7%,44,1.27,39,16.2%
O.J. Mayo,24.0,MEM,Combo,1736,62,23.7%,53,103.7,31,16.4%,18,0.69,56,13.3%
Luc Mbah a Moute,25.1,MIL,Forward,972,27,13.5%,63,106.9,10,4.4%,17,0.32,52,12.5%
JaVale McGee,23.8,DEN,Big,404,68,18.2%,87,117.2,7,2.4%,3,0.13,77,11.9%
JaVale McGee,23.8,WAS,Big,1121,70,18.3%,61,108.2,22,4.0%,14,0.22,46,14.7%
Tracy McGrady,32.4,ATL,Wing,783,65,19.5%,32,99.6,92,21.7%,99,1.11,7,16.0%
Dominic McGuire,26.0,GSW,Forward,1088,19,13.1%,44,100.5,88,14.4%,98,1.10,6,17.9%
Josh McRoberts,24.7,LAL,Big,696,9,10.7%,36,101.6,80,10.2%,96,0.96,27,17.6%
Jodie Meeks,24.2,PHI,Wing,1578,15,13.5%,78,109.8,9,4.8%,13,0.36,97,5.9%
CJ Miles,24.6,UTA,Wing,1118,79,21.7%,24,96.9,46,9.7%,25,0.45,84,9.3%
Darko Milicic,26.4,MIN,Big,471,52,16.3%,12,90.5,47,6.2%,47,0.38,22,18.9%
Andre Miller,35.6,DEN,Combo,1785,76,24.7%,51,103.6,98,36.3%,93,1.47,13,18.0%
Brad Miller,35.6,MIN,Big,126,61,17.6%,33,100.0,100,24.7%,100,1.40,7,24.5%
Mike Miller,31.7,MIA,Wing,712,17,14.0%,84,111.9,32,8.1%,45,0.58,34,12.7%
Patty Mills,23.2,SAS,Point,226,91,28.8%,94,116.4,22,22.5%,5,0.78,67,14.2%
Paul Millsap,26.7,UTA,Big,2091,88,22.5%,65,109.3,86,12.0%,71,0.53,85,10.8%
Nazr Mohammed,34.2,OKC,Big,636,22,12.3%,31,98.8,8,2.5%,10,0.20,68,12.7%
Greg Monroe,21.4,DET,Big,2076,91,23.1%,78,112.3,91,12.9%,77,0.56,40,15.5%
E'Twaun Moore,22.7,BOS,Combo,258,33,20.3%,20,93.1,29,16.3%,38,0.81,36,15.7%
Mikki Moore,36.0,GSW,Big,116,13,11.4%,44,104.3,47,6.1%,72,0.53,6,24.6%
Darius Morris,20.8,LAL,Point,157,20,19.8%,19,89.7,16,20.9%,23,1.06,2,26.0%
Marcus Morris,22.2,HOU,Wing,103,72,20.7%,0,73.9,11,5.4%,2,0.26,99,4.3%
Markieff Morris,22.2,PHX,Big,1091,78,19.8%,16,92.6,71,8.6%,57,0.43,55,13.9%
Anthony Morrow,26.1,BKN,Wing,1591,64,19.3%,64,105.7,16,6.4%,9,0.33,76,10.1%
Timofey Mozgov,25.3,DEN,Big,672,44,15.3%,55,107.2,34,5.0%,35,0.33,14,21.6%
Byron Mullens,22.7,CHA,Big,1346,81,20.8%,20,93.9,61,7.4%,42,0.36,80,11.3%
Troy Murphy,31.5,LAL,Big,946,4,9.5%,58,107.6,68,8.2%,93,0.86,57,13.8%
Eduardo Najera,35.3,CHA,Forward,249,10,12.4%,15,87.3,40,7.8%,71,0.63,77,10.5%
Steve Nash,37.7,PHX,Point,1959,80,26.3%,100,126.7,98,49.1%,97,1.87,14,19.8%
Gary Neal,27.1,SAS,Combo,1141,44,22.3%,69,106.9,18,14.9%,16,0.67,93,10.0%
Jameer Nelson,29.7,ORL,Point,1702,59,24.2%,64,105.1,66,30.9%,47,1.27,53,15.1%
Joakim Noah,26.7,CHI,Big,1942,48,15.8%,75,111.5,87,12.1%,91,0.77,60,13.5%
Steve Novak,28.4,NYK,Forward,941,17,13.0%,100,139.2,0,1.8%,0,0.14,98,7.8%
Dirk Nowitzki,33.4,DAL,Big,2075,98,27.2%,80,113.6,86,11.9%,58,0.44,89,9.6%
Jermaine O'Neal,33.1,BOS,Big,567,16,11.9%,17,93.3,12,2.9%,18,0.24,43,15.2%
Lamar Odom,32.0,DAL,Forward,999,71,20.3%,10,87.0,83,13.5%,77,0.67,56,12.1%
Emeka Okafor,29.1,NOP,Big,779,47,15.7%,56,107.3,38,5.5%,39,0.35,49,14.3%
Mehmet Okur,32.4,BKN,Big,441,55,16.6%,17,92.7,88,12.1%,90,0.73,45,14.7%
Daniel Orton,21.2,ORL,Big,156,16,11.9%,83,113.9,37,5.4%,61,0.46,42,15.4%
Travis Outlaw,27.1,SAC,Forward,462,54,17.3%,6,82.2,15,4.5%,8,0.26,81,10.4%
Zaza Pachulia,27.7,ATL,Big,1618,32,13.5%,68,109.7,63,7.6%,78,0.56,28,17.3%
Jannero Pargo,32.0,ATL,Point,552,44,21.7%,81,109.6,20,22.1%,22,1.02,45,15.6%
Jeremy Pargo,25.6,MEM,Point,388,55,23.7%,5,80.0,27,23.4%,19,0.99,13,20.5%
Anthony Parker,36.4,CLE,Wing,1276,20,14.4%,55,103.7,73,14.4%,95,1.00,47,11.9%
Tony Parker,29.5,SAS,Point,1916,95,32.3%,77,108.2,92,40.5%,42,1.26,92,11.4%
Chandler Parsons,23.0,HOU,Forward,1757,44,16.3%,52,103.4,75,11.6%,83,0.71,58,12.1%
Patrick Patterson,22.6,HOU,Big,1461,52,16.4%,13,91.1,42,5.8%,42,0.36,94,8.9%
Chris Paul,26.5,LAC,Point,2172,92,28.9%,97,118.0,94,41.2%,70,1.43,98,9.1%
Sasha Pavlovic,28.0,BOS,Forward,446,15,12.8%,67,107.5,25,5.6%,40,0.44,13,15.8%
Nikola Pekovic,25.8,MIN,Big,1257,76,19.6%,94,121.0,26,4.4%,14,0.22,40,15.5%
Kendrick Perkins,27.0,OKC,Big,1742,12,11.0%,47,104.8,50,6.4%,81,0.58,3,27.4%
Johan Petro,25.8,BKN,Big,865,41,14.5%,12,90.2,67,8.0%,76,0.55,58,13.7%
Paul Pierce,34.1,BOS,Forward,2065,94,28.1%,85,114.2,96,23.3%,92,0.83,27,14.0%
Mickael Pietrus,29.7,BOS,Wing,896,23,15.1%,40,101.1,4,4.3%,5,0.28,56,11.6%
Dexter Pittman,23.7,MIA,Big,257,54,16.5%,50,105.8,32,5.0%,29,0.30,29,17.1%
Quincy Pondexter,23.6,MEM,Wing,966,8,12.0%,63,105.6,3,4.2%,11,0.35,59,11.4%
A.J. Price,25.1,IND,Point,450,23,20.2%,13,87.3,34,26.5%,56,1.31,84,12.5%
Ronnie Price,28.4,PHX,Combo,436,31,19.7%,13,87.6,51,20.8%,69,1.06,2,23.7%
Tayshaun Prince,31.7,DET,Wing,2083,69,20.0%,16,94.1,65,12.7%,56,0.63,94,8.1%
Joel Przybilla,32.1,POR,Big,441,2,8.0%,21,94.6,4,2.0%,19,0.25,2,28.6%
Vladimir Radmanovic,30.9,ATL,Forward,660,33,15.2%,38,99.5,77,11.9%,88,0.78,38,13.1%
Anthony Randolph,22.3,MIN,Big,497,87,22.2%,49,105.7,50,6.5%,27,0.29,36,15.8%
Zach Randolph,30.3,MEM,Big,730,86,22.0%,35,100.6,82,10.9%,66,0.50,83,10.9%
Michael Redd,32.2,PHX,Wing,710,92,24.7%,59,104.2,27,7.6%,7,0.31,91,8.5%
JJ Redick,27.4,ORL,Wing,1750,59,19.0%,93,116.8,85,16.7%,91,0.88,83,9.5%
Jason Richardson,30.8,ORL,Wing,1586,59,19.0%,39,100.8,54,11.2%,46,0.59,86,9.1%
Quentin Richardson,31.6,ORL,Wing,845,9,12.7%,44,102.0,31,8.1%,58,0.64,37,12.6%
Luke Ridnour,30.7,MIN,Combo,1748,29,19.7%,76,107.6,69,23.6%,82,1.20,69,12.4%
Nate Robinson,27.4,GSW,Point,1169,83,27.0%,73,107.6,69,31.8%,33,1.18,94,10.8%
Rajon Rondo,25.7,BOS,Point,1949,81,26.9%,38,96.3,100,49.8%,95,1.85,30,17.0%
Derrick Rose,23.1,CHI,Point,1373,98,33.6%,75,108.2,83,37.7%,27,1.12,91,11.6%
Ricky Rubio,21.0,MIN,Combo,1396,53,23.2%,24,94.1,100,37.8%,98,1.63,16,17.8%
Brandon Rush,26.3,GSW,Forward,1683,29,14.4%,98,127.0,44,8.1%,56,0.56,40,12.9%
Walker Russell,29.1,DET,Point,292,11,17.4%,3,78.4,31,24.0%,64,1.38,28,17.9%
John Salmons,31.9,SAC,Wing,1241,22,15.0%,18,94.2,60,11.8%,76,0.79,66,10.7%
Samardo Samuels,22.8,CLE,Big,732,66,18.1%,39,102.4,21,3.9%,12,0.22,19,19.1%
Larry Sanders,22.9,MIL,Big,570,48,15.8%,22,94.8,66,7.7%,64,0.49,20,19.0%
Luis Scola,31.5,HOU,Big,2064,91,23.6%,45,104.6,85,11.8%,68,0.50,50,14.3%
Thabo Sefolosha,27.5,OKC,Wing,906,3,10.5%,90,115.1,24,7.4%,70,0.70,0,18.9%
Josh Selby,20.6,MEM,Point,190,38,21.5%,31,94.6,13,20.8%,16,0.97,3,24.6%
Kevin Seraphin,21.9,WAS,Big,1095,57,16.7%,69,109.7,30,4.9%,27,0.29,34,15.9%
Ramon Sessions,25.6,CLE,Point,972,73,25.9%,63,104.8,91,40.3%,88,1.55,63,14.5%
Ramon Sessions,25.6,LAL,Combo,695,56,23.4%,93,112.5,87,30.0%,89,1.28,27,16.1%
Iman Shumpert,21.3,NYK,Combo,1647,24,18.9%,33,98.7,20,15.1%,33,0.80,40,15.3%
Bobby Simmons,31.4,LAC,Forward,401,0,10.4%,8,86.5,8,4.0%,27,0.39,90,8.9%
Chris Singleton,21.9,WAS,Wing,1375,7,11.0%,12,90.4,9,5.0%,27,0.46,64,11.1%
James Singleton,30.3,WAS,Big,220,40,14.5%,93,120.0,62,7.5%,68,0.52,78,11.7%
Donald Sloan,23.8,CLE,Point,542,22,19.9%,17,89.1,56,29.6%,80,1.49,38,16.2%
Craig Smith,28.0,POR,Big,382,56,16.6%,67,109.6,52,6.6%,50,0.39,50,14.3%
Ish Smith,23.3,ORL,Point,129,56,23.7%,23,90.9,88,39.4%,92,1.66,48,15.4%
JR Smith,26.1,NYK,Wing,915,78,21.6%,51,103.1,75,14.6%,64,0.67,78,10.0%
Jason Smith,25.7,NOP,Big,940,65,18.1%,55,107.0,53,6.6%,45,0.36,81,11.3%
Josh Smith,25.9,ATL,Big,2323,99,27.5%,35,100.6,99,19.6%,88,0.71,75,12.0%
Nolan Smith,23.3,POR,Combo,466,27,19.3%,11,84.5,42,18.3%,56,0.95,20,17.0%
Marreese Speights,24.2,MEM,Big,1338,74,19.3%,27,97.9,43,6.0%,30,0.31,63,13.2%
Tiago Splitter,26.8,SAS,Big,1074,76,19.5%,99,130.9,78,9.7%,66,0.50,21,18.9%
Jerry Stackhouse,37.0,ATL,Wing,173,44,17.6%,11,90.2,17,6.6%,15,0.38,28,13.6%
Lance Stephenson,21.2,IND,Wing,353,42,17.4%,9,89.9,84,16.5%,92,0.95,2,17.8%
DeShawn Stevenson,30.6,BKN,Wing,946,1,9.6%,4,83.9,18,6.7%,69,0.70,80,9.8%
Greg Stiemsma,26.1,BOS,Big,699,7,10.0%,91,119.2,46,6.1%,82,0.61,10,23.0%
Julyan Stone,22.9,DEN,Combo,160,2,15.3%,47,102.9,76,26.7%,100,1.74,11,18.6%
Amar'e Stoudemire,29.0,NYK,Big,1539,90,23.0%,61,108.6,49,6.3%,23,0.27,53,14.1%
Rodney Stuckey,25.5,DET,Wing,1635,95,25.1%,84,112.0,94,21.9%,89,0.87,47,12.0%
DaJuan Summers,23.8,NOP,Wing,190,28,15.5%,10,90.0,25,7.5%,32,0.48,36,12.7%
Jeff Teague,23.4,ATL,Point,2177,34,21.4%,83,110.5,25,23.1%,25,1.08,75,13.3%
Sebastian Telfair,26.4,PHX,Point,784,63,24.6%,44,99.0,63,30.4%,41,1.24,73,13.5%
Jason Terry,34.1,DAL,Wing,1982,87,23.8%,73,108.9,91,20.4%,84,0.86,41,12.5%
Hasheem Thabeet,24.7,POR,Big,104,19,12.1%,63,109.1,0,0.0%,0,0.00,4,26.4%
Isaiah Thomas,22.7,SAC,Point,1616,36,21.4%,91,114.7,33,24.6%,30,1.15,83,12.7%
Kurt Thomas,39.1,POR,Big,776,10,10.8%,24,95.7,76,9.3%,94,0.86,44,15.0%
Lance Thomas,23.5,NOP,Big,610,20,12.2%,71,110.2,15,3.4%,24,0.28,41,15.4%
Tyrus Thomas,25.2,CHA,Big,960,65,18.1%,4,81.4,35,5.1%,25,0.28,60,13.4%
Jason Thompson,25.3,SAC,Big,1624,39,14.4%,76,112.0,56,6.9%,63,0.48,76,12.0%
Klay Thompson,21.7,GSW,Wing,1557,86,23.5%,75,109.2,72,14.2%,49,0.61,40,12.5%
Tristan Thompson,20.6,CLE,Big,1372,67,18.1%,19,93.5,16,3.4%,8,0.19,54,13.9%
Marcus Thornton,24.4,SAC,Combo,1773,36,21.3%,80,110.2,4,9.1%,2,0.43,98,9.3%
Jamaal Tinsley,33.7,UTA,Point,463,45,22.1%,30,92.1,80,36.6%,91,1.66,17,19.5%
Anthony Tolliver,26.4,MIN,Forward,861,4,11.2%,50,103.0,6,4.0%,21,0.36,10,15.9%
Ronny Turiaf,28.8,MIA,Big,212,6,9.7%,47,105.3,13,3.1%,34,0.33,25,18.4%
Hedo Turkoglu,32.6,ORL,Wing,1648,78,21.6%,62,105.5,95,22.6%,97,1.05,1,18.6%
Evan Turner,23.0,PHI,Wing,1631,73,20.8%,22,96.5,83,16.2%,74,0.78,28,13.6%
Jeremy Tyler,20.4,GSW,Big,537,73,19.1%,9,88.0,25,4.3%,15,0.23,37,15.8%
Ekpe Udoh,24.5,GSW,Big,817,36,13.9%,29,98.1,41,5.6%,53,0.40,47,14.5%
Ekpe Udoh,24.5,MIL,Big,443,35,13.8%,29,98.4,65,7.6%,75,0.55,74,12.1%
Beno Udrih,29.3,MIL,Point,995,27,20.9%,33,95.8,67,31.0%,78,1.49,59,14.8%
Ben Uzoh,23.6,TOR,Point,349,16,18.9%,2,74.7,42,27.6%,77,1.46,72,13.8%
Anderson Varejao,29.1,CLE,Big,782,43,15.3%,64,109.3,70,8.6%,78,0.56,35,15.8%
Greivis Vasquez,24.8,NOP,Combo,1658,64,23.8%,49,103.3,96,35.7%,96,1.50,18,17.5%
Jan Vesely,21.5,WAS,Big,1033,17,11.9%,79,113.5,55,6.8%,80,0.57,14,21.4%
Charlie Villanueva,27.2,DET,Forward,136,73,20.7%,90,115.9,27,5.7%,10,0.28,94,7.9%
Nikola Vucevic,21.0,PHI,Big,758,62,17.9%,15,91.7,42,5.9%,37,0.33,87,10.3%
Dwyane Wade,29.8,MIA,Wing,1616,99,31.8%,83,111.9,98,25.1%,78,0.79,57,11.5%
Von Wafer,26.3,ORL,Wing,404,72,20.3%,59,104.2,59,11.6%,44,0.57,14,14.7%
Henry Walker,24.1,NYK,Wing,595,27,15.3%,65,105.7,45,9.6%,53,0.63,3,17.0%
Kemba Walker,21.5,CHA,Combo,1683,91,27.5%,22,93.4,84,29.9%,76,1.09,84,11.3%
John Wall,21.2,WAS,Point,2374,88,28.6%,50,101.5,78,36.3%,45,1.27,33,16.5%
Ben Wallace,37.1,DET,Big,921,1,7.5%,4,81.0,58,7.2%,97,0.96,11,22.4%
Gerald Wallace,29.3,BKN,Forward,570,69,20.2%,56,104.3,90,14.5%,85,0.71,79,10.5%
Gerald Wallace,29.3,POR,Forward,1496,56,17.7%,77,111.2,79,12.3%,81,0.70,21,14.5%
Luke Walton,31.6,CLE,Big,235,27,12.9%,14,91.7,96,16.2%,99,1.26,0,34.9%
Hakim Warrick,29.3,PHX,Forward,430,88,24.1%,25,94.9,71,11.5%,48,0.48,29,13.7%
CJ Watson,27.5,CHI,Point,1138,69,25.1%,42,98.7,48,28.3%,28,1.13,52,15.2%
Earl Watson,32.4,UTA,Point,1010,8,15.3%,8,82.0,58,30.0%,98,1.95,9,23.3%
Martell Webster,24.9,MIN,Wing,1136,12,13.0%,71,108.0,10,5.3%,18,0.40,20,13.9%
David West,31.2,IND,Big,1922,80,20.4%,48,105.5,88,12.3%,81,0.61,86,10.7%
Delonte West,28.3,DAL,Combo,1039,47,22.3%,71,106.9,67,22.5%,64,1.01,51,14.8%
Russell Westbrook,23.0,OKC,Point,2327,100,34.3%,72,107.2,47,28.3%,9,0.82,77,13.2%
DJ White,25.2,CHA,Big,978,57,16.7%,39,102.3,69,8.4%,67,0.50,89,9.7%
Chris Wilcox,29.2,BOS,Big,478,29,13.4%,94,121.6,23,4.3%,32,0.32,12,22.0%
Damien Wilkins,31.8,DET,Wing,792,9,12.5%,9,89.0,29,7.9%,54,0.63,33,13.0%
Deron Williams,27.3,BKN,Point,1992,97,33.5%,70,106.4,97,45.8%,63,1.37,55,14.9%
Derrick Williams,20.4,MIN,Forward,1377,65,19.2%,46,100.9,17,4.8%,2,0.25,44,12.9%
Jordan Williams,21.1,BKN,Big,574,31,13.5%,65,109.4,9,2.5%,6,0.18,64,13.0%
Lou Williams,25.0,PHI,Point,1626,86,28.5%,61,104.8,17,21.4%,2,0.75,100,7.1%
Marvin Williams,25.4,ATL,Forward,1454,48,16.6%,65,107.3,38,7.6%,42,0.45,100,6.6%
Mo Williams,28.9,LAC,Combo,1444,49,23.1%,73,107.3,44,19.5%,42,0.84,78,11.6%
Reggie Williams,25.1,CHA,Wing,673,53,18.6%,46,102.1,78,14.6%,75,0.79,58,11.5%
Shawne Williams,25.7,BKN,Forward,479,21,13.1%,2,72.3,21,5.3%,33,0.40,92,8.5%
Shelden Williams,28.0,BKN,Big,1262,11,10.9%,60,108.1,28,4.5%,54,0.41,11,22.3%
Terrence Williams,24.3,HOU,Forward,142,52,17.3%,23,93.2,56,10.5%,65,0.61,31,13.6%
Terrence Williams,24.3,SAC,Wing,355,93,24.8%,58,104.0,97,25.0%,96,1.01,6,16.2%
Metta World Peace,32.0,LAL,Wing,1715,31,16.0%,22,95.5,66,12.8%,78,0.80,54,11.6%
Brandan Wright,24.1,DAL,Big,737,37,14.0%,99,128.6,10,2.6%,7,0.18,94,8.3%
Chris Wright,23.1,GSW,Forward,142,25,13.5%,83,113.6,4,3.4%,4,0.25,67,11.5%
Dorell Wright,25.9,GSW,Wing,1646,30,16.0%,82,111.7,41,8.6%,42,0.54,89,8.8%
Jianlian Yi,24.0,DAL,Big,142,71,19.0%,11,88.3,52,6.6%,40,0.35,32,16.1%
Nick Young,26.4,LAC,Wing,502,60,19.1%,41,101.5,1,2.9%,0,0.15,55,11.6%
Nick Young,26.4,WAS,Wing,1197,88,23.9%,53,103.5,21,6.9%,6,0.29,88,8.9%
Sam Young,26.4,MEM,Wing,192,36,16.1%,8,87.9,6,4.4%,3,0.28,74,10.1%
Sam Young,26.4,PHI,Wing,120,62,19.2%,5,84.8,23,7.2%,16,0.38,22,13.7%
Thaddeus Young,23.4,PHI,Big,1720,78,19.7%,53,106.7,58,7.1%,43,0.36,95,7.4%